assignment_id,agreement,image,most_common_class,most_common_verdict,verdicts,classes,final_verdict,comment
00022bd050--63775ecdebd2c7014fdc9272,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dde9846c-55b1-47b4-9708-d629977e95bb.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775ecf1455e654a921e14a,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.cc24faa2-f4f1-4dbe-b88e-6c6803db2a57.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ed2148cbf49f55f39dc,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.83492940-89a0-49d5-a7ec-7a559326cf7b.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ed67798532317c1f7fd,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7c6bf78f-6125-4ab6-a810-d7a900a95144.jpg,other,other,"Counter({'other': 2, 'yes': 1})",Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63775ed838b93276f2ecee30,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9b5ea15c-d9ee-4843-a845-1e851e8da38d.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ed87798532317c1f813,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fb73e379-3254-4687-8678-8bce1f4334ff.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ed98feaf02283154073,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fdda12ae-487c-4fd0-bc4e-200292f9c76b.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775edd8897471c9a8c6eb8,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2d31d14d-83b9-42c8-a0f7-701a4869204f.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775edf1d6dd41f3b969feb,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.54472ec3-a8d1-409b-8413-2fc7d1315ebd.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ee0d23d9327ecf78da5,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.bdaed8fb-a4d3-49e8-bfa0-63ff6f2f0cbd.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ee219b2bc661e245407,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.284418e3-085d-426e-b87e-e925166b6bd1.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775ee2d3c878690bd051ad,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.277d0106-6b68-4cfd-ae20-d9238b673989.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ee3bd8f2378d34c7a17,0.3333333333333333,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5dad82f4-3b80-4e2a-b1ac-f61658e74549.jpg,plate,yes,Counter({'yes': 3}),"Counter({'plate': 1, 'glass': 1, 'other': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775ee3d3a4cf610195eafa,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fa8a9fe3-851d-4e78-8f51-ac0bc6e6180b.jpg,glass,yes,Counter({'yes': 3}),"Counter({'glass': 2, 'cup': 1})",ACCEPT,good job
00022bd050--63775ee3db0e8f36d8e879e6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e74841f6-739d-4d0d-ab33-ada39aeaabdc.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ee4b2c0c25adcda895f,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7dcef46a-5b79-4db5-9703-3a088324965b.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ee52e3a4b54f61244c5,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4bfec6f9-c9f5-433f-8c8c-71a21730e210.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ee58408eb4b99a043e4,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2ff7a130-55ad-48cc-b0df-af522b2ff280.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775ee78cae8c05c820620d,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5702b39f-44be-47b4-a1e2-a79cdc8dfec5.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775ee9ebd2c7014fdc937a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dd336026-3a27-46db-b514-cd7383a7d082.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775eec148cbf49f55f3af3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c1fbe136-343e-4ad0-baba-c388d3ce4cf8.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775eed2e3a4b54f612451a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.10d9bccd-ed1f-440a-b178-dfe7ab7913f4.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775eee441f157a2a4c9255,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d8299858-15c7-42d6-b82e-0a33f495f359.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775eef47f33832e64ae2d7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3e75b4c2-079d-45c6-9371-476073784244.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775eef8897471c9a8c714a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b02f6915-4295-4bdf-b7a0-bf034d774a35.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775ef08cae8c05c8206274,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3189222f-3ea8-4a28-96d4-000f8706021c.jpg,other,yes,"Counter({'yes': 2, 'other': 1})",Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63775ef0b58f5e17ab5ec4fe,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.441805f9-2c69-4f2d-aabd-9a5ad731ea06.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ef21455e654a921e2ea,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dd9b65f8-30b6-47e4-a6dd-e9ed87d12e33.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775ef28ccdeb4a26da1db1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6e0319bb-1638-4e58-b738-991fa8d07f2e.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775ef4aabecc6bd175464c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c0c12203-05e0-4fe4-85a1-22c5216a2e94.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775ef5db0e8f36d8e87ac3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5e324149-44b7-48e0-97b1-06f98deb0921.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ef6d3a4cf610195ebcd,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a230f8b4-04cb-46b3-86dc-02916b61fbfc.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775ef7bb79c0321f78b705,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3d28ee35-2980-47c1-8ecd-7a97aa994e0c.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775efac9e3e243ce8e184f,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b37bcf25-a90e-4504-bcf7-f62e7f97ee0e.jpg,glass,yes,Counter({'yes': 3}),"Counter({'glass': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775efcbdfa5861cdf6e2d6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ddba6727-aa75-421d-b412-014fbddf5b2b.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775efe659b1069108af8a9,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a6df10d1-985c-43c3-9791-f01d0bd61a90.jpg,fork,yes,Counter({'yes': 3}),"Counter({'fork': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f0056a5a54ced7a7956,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.683f7e02-8dbf-46c1-849b-6727153af43f.jpg,other,other,"Counter({'other': 2, 'yes': 1})","Counter({'other': 2, 'plate': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775f01665694285313e04d,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4d15e8b0-16b9-4ae8-9701-428c6627a166.jpg,fork,yes,Counter({'yes': 3}),"Counter({'fork': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f016b2d840c16f00e55,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9a5b39e7-487b-4b27-a206-7c4f8e3b83e8.jpg,knife,yes,Counter({'yes': 3}),"Counter({'knife': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f021d6dd41f3b96a165,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.73a54ea7-3461-4dcc-bddd-d66384bdd757.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f035a4d4b776b182371,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a4310bbe-0f29-457a-b554-ef7d48c77e5d.jpg,fork,yes,Counter({'yes': 3}),"Counter({'fork': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f03d3a4cf610195ec21,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.38d1b1c4-03c8-4193-89de-549a99899b64.jpg,spoon,yes,Counter({'yes': 3}),"Counter({'spoon': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f049717e270005b57ec,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.eb14041f-1122-4977-89d9-baef695bc92f.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775f062e3a4b54f61245ab,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c10b2a1a-18b8-4a74-aba9-4009d1c618f4.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775f06b2c0c25adcda8ab2,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f2d817e6-cefc-433b-9c76-9463b195c953.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775f07bb79c0321f78b788,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.98383d46-fbd6-412e-840c-82c6e5aa1250.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775f07ea9fec14e381407e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.33001871-950c-4b2d-87a2-cfc54f14b59f.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775f0985bacb70b67097d7,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5867096c-8155-4f42-ba10-de8aca9267c9.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775f09b1ad940367f92d33,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c5fbb053-339e-457e-9f80-71a92ca48342.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775f0aea9fec14e3814096,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8a9941e6-ba60-4fef-bad0-7fa92b62c0fc.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775f0b5a4d4b776b18240b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d80ac498-5eb8-40f7-b349-49cfa695f63f.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775f0ec9e3e243ce8e18d3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.179b831b-b82f-4a69-ae9a-a6547863f13f.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775f12bd8f2378d34c7be7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9c1f611c-5fd4-4f3f-8499-0380857276d2.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775f14f63f4544852515f8,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.58016371-652b-4462-8a40-db9374723eb7.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775f161455e654a921e424,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8946eabf-64a3-4fd0-b2ff-534b972a1f58.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775f19bb79c0321f78b82a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.51e1be4c-f083-40e3-9224-e1b6769d9869.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775f212e3a4b54f612474b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f441879d-cb6a-40f0-a3d5-f7cdb96764e5.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775f2447042e6e2c564650,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3b75bcd0-0056-4ce3-b937-bee1adbdc789.jpg,spoon,yes,Counter({'yes': 3}),"Counter({'spoon': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63775f24838d535336972c48,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c52d7125-dc32-4eba-9584-92ad0144bd3a.jpg,plate,yes,Counter({'yes': 3}),"Counter({'plate': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775f253903154c8bb817d0,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8509329c-0ef1-48b2-8540-739f1ff29499.jpg,other,other,Counter({'other': 3}),Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63775f25b2c0c25adcda8c42,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.76fdb2ad-b243-45e4-8618-8501468f3901.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775f2614cd56673693c5d1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.376ef22d-0049-47b7-b2db-cb3c6d68afbf.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775f2738b93276f2ecf183,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0b139c87-2341-4e94-aff0-c7b2237bc625.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775f31ee7d356a08712b18,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9dd25f14-93e1-4228-8453-618871ea8862.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775f5e85bacb70b6709b2b,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f2ac0950-0e72-4fc5-83e9-c58c2cb1cd09.jpg,glass,yes,"Counter({'yes': 2, 'other': 1})","Counter({'glass': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775f6aee7d356a08712dd7,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.23002e11-7da9-4f83-9eba-694e5dc24e77.jpg,spoon,yes,Counter({'yes': 3}),"Counter({'spoon': 2, 'knife': 1})",ACCEPT,good job
00022bd050--63775f709376542ef7835a5a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e52a7a89-9205-456d-8b40-de59d99cd30f.jpg,other,other,Counter({'other': 3}),Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63775fc0f63f454485251e37,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f0d665a5-3504-46f2-8058-51bdf5b6c1cf.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775fc4c9e3e243ce8e2120,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a42247a6-34a4-46e3-a6ee-9c639ca83854.jpg,plate,yes,Counter({'yes': 3}),"Counter({'plate': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775fd11d6dd41f3b96ab24,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.54f953ae-c863-4e8a-9bad-e9627097caae.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775fd48408eb4b99a04d3e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a3ac1271-3035-4667-9c77-c8981ae5edb2.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775fdc1455e654a921edf4,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.73dc1e74-6a55-4651-8511-bbc7d20102e9.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775fdc2e3a4b54f6124fba,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.097134bf-8917-4d21-8e72-c762d6fa1571.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775fdc6b2d840c16f018cd,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6414d3db-5674-4f55-b4a4-6c0f0adba119.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775fdc8ccdeb4a26da256c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.60258659-73ec-4bbf-b9bd-1052f34ef7f4.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63776016659b1069108b0559,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4ffd331b-b5de-4281-aa6f-db2250543cb7.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--6377601a47f33832e64aedd1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.587067c1-0931-435f-bc75-ca2b253203f0.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--6377601f85bacb70b670a367,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.cfb494ba-a01e-4696-be50-f3706d5f369d.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--637760278cae8c05c8207025,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.be753b12-d2f8-49a9-af39-9c3e451c6f60.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63776073ea9fec14e3814e71,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.31a83152-c416-4eae-97ee-4e17c94a8f64.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--637760877545ab02b68749ec,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5b964b11-d127-4306-a0cb-a46a323e7c4f.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63776088b04cf44326469674,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.faea1daf-774a-4390-ad68-ba669fd008f6.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--6377608b19b2bc661e246480,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e8be54af-af6e-4e8c-a101-02f3088bf29b.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--637760958d6def0568ddec00,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e9ecdf11-ca4d-429c-bb6e-27e746cc0c80.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--637760959717e270005b6c35,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.35a225f1-9d98-4f85-a707-6480eeb8cfbb.jpg,glass,yes,"Counter({'yes': 2, 'other': 1})",Counter({'glass': 3}),ACCEPT,good job
00022bd050--637760c68cae8c05c8207704,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.71cd0537-502d-47f2-84ea-07f3e1c8ef23.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--637760daebd2c7014fdca591,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6dab50de-1b77-4bfb-9e3b-c3ab31f1602e.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--637760e7801461320b625a59,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ab9dae80-8a7d-4ae9-894b-80bedf5aa24d.jpg,cup,yes,"Counter({'yes': 2, 'internet': 1})","Counter({'cup': 2, 'other': 1})",ACCEPT,good job
00022bd050--637760e9aabecc6bd1755a62,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7a04a1c0-003a-488a-966b-a9368dd730bf.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--637760ea8897471c9a8c9673,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.14a91e2c-3302-4b39-8b46-3fd58597043d.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--637761068feaf022831554a5,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.58d339f7-92ed-46e9-a343-b43a6fb5fd16.jpg,other,other,Counter({'other': 3}),Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63776106d3c878690bd06836,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b1e08582-286c-417c-a7de-c189a9545385.jpg,other,yes,"Counter({'yes': 2, 'other': 1})",Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63776106db0e8f36d8e88db6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ae2df120-d12f-47e8-8e64-eebab48018ff.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--6377610e838d535336974491,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c33160da-c091-4552-b6bb-86cf41f8bb3f.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--6377611e1d6dd41f3b96c4e8,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b94040c7-44f5-4478-b1b9-4c7ab6be37e0.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
